",stockTicker,action,date,firm,fromGrade,toGrade"
"19,SSNC,init,2015-10-06,Evercore ISI Group,,Buy"
"20,SSNC,init,2015-08-28,Macquarie,,Neutral"
"21,SSNC,main,2015-07-09,Jefferies,,Buy"
"22,SSNC,init,2015-06-26,Sandler O'Neill,,Hold"
"23,SSNC,down,2015-03-16,Sidoti & Co.,,Neutral"
"24,SSNC,main,2015-02-13,Jefferies,,Buy"
"25,SSNC,up,2015-02-03,JP Morgan,,Overweight"
"26,SSNC,down,2015-01-02,Raymond James,,Market Perform"
"27,SSNC,main,2014-12-19,Jefferies,,Buy"
"28,SSNC,main,2014-12-05,JP Morgan,,Neutral"
"29,SSNC,init,2014-11-21,Jefferies,,Buy"
"30,SSNC,down,2014-10-30,Avondale Partners,,Market Perform"
"31,SSNC,main,2014-10-30,Deutsche Bank,,Hold"
"32,SSNC,main,2014-08-01,JP Morgan,,Neutral"
"33,SSNC,main,2014-06-13,Raymond James,,Outperform"
"34,SSNC,down,2014-01-30,JP Morgan,,Neutral"
"35,SSNC,main,2013-08-02,Deutsche Bank,,Hold"
"36,SSNC,main,2013-02-15,Jefferies,,Hold"
"37,SSNC,down,2012-08-10,Jefferies,,Hold"
"38,SSNC,main,2012-07-30,Deutsche Bank,,Hold"
"39,SSNC,main,2012-05-08,Jefferies,,Buy"
"0,STAA,main,2017-11-17,Canaccord Genuity,,Buy"
"1,STAA,up,2017-09-25,Canaccord Genuity,Hold,Buy"
"2,STAA,main,2017-08-03,Canaccord Genuity,,Hold"
"3,STAA,init,2016-01-29,Benchmark,,Hold"
"4,STAA,down,2014-10-31,Canaccord Genuity,,Hold"
"5,STAA,down,2014-10-31,William Blair,,Market Perform"
"6,STAA,main,2014-04-29,Canaccord Genuity,,Buy"
"7,STAA,up,2014-03-24,William Blair,,Outperform"
"8,STAA,up,2014-03-17,Canaccord Genuity,,Buy"
"9,STAA,down,2013-02-28,William Blair,,Market Perform"
"10,STAA,down,2012-11-01,Canaccord Genuity,,Hold"
"11,STAA,main,2012-07-20,Canaccord Genuity,,Buy"
"12,STAA,main,2012-05-03,Canaccord Genuity,,Buy"
"0,STAF,main,2016-04-18,Greenridge Global,,Buy"
"1,STAF,init,2016-03-28,Greenridge Global,,Buy"
"0,STMP,init,2016-07-14,Prescience Point,,Sell"
"1,STMP,up,2015-11-06,B. Riley,,Buy"
"2,STMP,init,2015-10-19,Singular Research,,Buy"
"3,STMP,main,2015-08-07,B. Riley,,Neutral"
"4,STMP,down,2013-07-19,Roth Capital,,Neutral"
"5,STMP,down,2013-07-16,B. Riley,,Neutral"
"0,STLY,down,2013-01-31,Raymond James,,Market Perform"
"0,SBLK,up,2017-03-28,Morgan Stanley,,Overweight"
"1,SBLK,up,2017-02-21,Deutsche Bank,,Buy"
"2,SBLK,down,2017-02-09,Pareto,,Hold"
"3,SBLK,main,2016-09-16,Jefferies,,Buy"
"4,SBLK,up,2016-07-19,JP Morgan,,Overweight"
"5,SBLK,up,2016-04-21,ABN Amro,,Buy"
"6,SBLK,down,2016-02-04,Seaport Global,,Neutral"
"7,SBLK,down,2016-01-26,JP Morgan,,Neutral"
"8,SBLK,main,2016-01-19,Jefferies,,Buy"
"9,SBLK,down,2016-01-07,Stifel Nicolaus,,Hold"
"10,SBLK,down,2015-12-15,Morgan Stanley,,Underperform"
"11,SBLK,up,2015-11-20,UBS,,Neutral"
"12,SBLK,down,2015-11-18,Deutsche Bank,,Hold"
"13,SBLK,down,2015-10-28,UBS,,Sell"
"14,SBLK,main,2015-10-23,Jefferies,,Buy"
"15,SBLK,init,2015-10-15,JP Morgan,,Overweight"
"16,SBLK,up,2015-09-28,Deutsche Bank,,Buy"
"17,SBLK,main,2015-09-01,Stifel Nicolaus,,Buy"
"18,SBLK,main,2015-07-02,Jefferies,,Buy"
"19,SBLK,up,2015-06-01,Deutsche Bank,,Hold"
"20,SBLK,down,2015-05-07,Bank of America,,Underperform"
"21,SBLK,main,2015-04-27,Jefferies,,Buy"
"22,SBLK,init,2015-03-24,ABN Amro,,Sell"
"23,SBLK,main,2015-03-23,Jefferies,,Buy"
"24,SBLK,down,2015-03-02,Deutsche Bank,,Sell"
"25,SBLK,init,2015-02-20,Seaport Global,,"
"26,SBLK,main,2015-02-17,Stifel Nicolaus,,Buy"
"27,SBLK,init,2015-01-06,Seaport Global,,"
"28,SBLK,down,2014-12-09,Sterne Agee,,Neutral"
"29,SBLK,init,2014-12-08,Deutsche Bank,,Hold"
"30,SBLK,main,2014-12-03,Stifel Nicolaus,,Buy"
"31,SBLK,init,2014-11-12,Sterne Agee,,Buy"
"32,SBLK,init,2014-09-03,Jefferies,,Buy"
"33,SBLK,init,2014-08-18,Evercore Partners,,Overweight"
"34,SBLK,up,2014-06-18,Pareto Securities,,Buy"
"35,SBLK,init,2014-06-10,Canaccord Genuity,,Buy"
"36,SBLK,down,2014-03-07,Morgan Stanley,,Equal-Weight"
"37,SBLK,up,2014-03-06,Stifel,,Buy"
"38,SBLK,up,2014-01-16,Clarksons Platou,,Outperform"
"39,SBLK,init,2013-11-12,Stifel Nicolaus,,Hold"
"40,SBLK,up,2013-09-04,Global Hunter Securities,,Buy"
"41,SBLK,up,2013-09-04,Global Hunter Securities,,Buy"
"42,SBLK,init,2012-05-22,Global Hunter Securities,,Accumulate"
"0,SBUX,main,2017-11-10,Morgan Stanley,,Overweight"
"1,SBUX,main,2017-11-03,Credit Suisse,,Neutral"
"2,SBUX,main,2017-11-03,Nomura,,Buy"
"3,SBUX,main,2017-11-03,Baird,,Outperform"
"4,SBUX,main,2017-11-03,BMO Capital,,Market Perform"
"5,SBUX,main,2017-11-03,UBS,,Buy"
"6,SBUX,up,2017-08-25,Wedbush,Neutral,Outperform"
"7,SBUX,main,2017-08-22,Morgan Stanley,,Overweight"
"8,SBUX,down,2017-08-09,BMO Capital,Outperform,Market Perform"
"9,SBUX,down,2017-07-28,Stifel Nicolaus,Buy,Hold"
"10,SBUX,main,2017-07-28,BMO Capital,,Outperform"
"11,SBUX,init,2017-06-22,KeyBanc,,Overweight"
"12,SBUX,down,2017-06-14,Wedbush,,Neutral"
"13,SBUX,init,2017-06-09,Mizuho,,Buy"
"14,SBUX,up,2017-05-15,Deutsche Bank,,Buy"
"15,SBUX,up,2017-04-20,Stifel Nicolaus,,Buy"
"16,SBUX,init,2017-03-27,Telsey Advisory Group,,Outperform"
"17,SBUX,main,2017-03-13,Wedbush,,Outperform"
"18,SBUX,down,2017-02-10,Argus Research,,Hold"
"19,SBUX,main,2016-10-19,RBC Capital,,Outperform"
"20,SBUX,main,2016-09-28,Wedbush,,Outperform"
"21,SBUX,main,2016-09-28,CLSA,,Buy"
"22,SBUX,main,2016-07-26,Goldman Sachs,,Buy"
"23,SBUX,main,2016-07-22,Goldman Sachs,,Buy"
"24,SBUX,main,2016-07-22,Wedbush,,Outperform"
"25,SBUX,main,2016-07-22,BTIG Research,,Buy"
"26,SBUX,down,2016-07-13,OTR Global,,Mixed"
"27,SBUX,main,2016-05-04,Goldman Sachs,,Buy"
"28,SBUX,main,2016-04-22,Goldman Sachs,,Buy"
"29,SBUX,main,2016-04-22,Stephens & Co.,,Equal-Weight"
"30,SBUX,down,2016-04-12,Deutsche Bank,,Hold"
"31,SBUX,init,2016-04-05,Evercore ISI Group,,Buy"
"32,SBUX,init,2016-02-18,Nomura,,Buy"
"33,SBUX,main,2016-01-22,Barclays,,Equal-Weight"
"34,SBUX,main,2016-01-22,Credit Suisse,,Neutral"
"35,SBUX,main,2015-11-05,Argus Research,,Buy"
"36,SBUX,main,2015-11-02,Barclays,,Equal-Weight"
"37,SBUX,main,2015-10-30,PiperJaffray,,Overweight"
"38,SBUX,main,2015-10-30,Barclays,,Equal-Weight"
"39,SBUX,main,2015-07-16,RBC Capital,,Outperform"
"40,SBUX,init,2015-07-15,BTIG Research,,Buy"
"41,SBUX,main,2015-07-01,Goldman Sachs,,Buy"
"42,SBUX,main,2015-06-25,PiperJaffray,,Overweight"
"43,SBUX,init,2015-05-29,Deutsche Bank,,Buy"
"44,SBUX,main,2015-05-05,Citigroup,,Buy"
"45,SBUX,main,2015-04-24,Barclays,,Equal-Weight"
"46,SBUX,init,2015-04-16,Guggenheim,,Buy"
"47,SBUX,init,2015-04-16,BMO Capital,,Outperform"
"48,SBUX,main,2015-04-16,Barclays,,Equal-Weight"
"49,SBUX,init,2015-04-15,Cowen & Co.,,Outperform"
"50,SBUX,init,2015-03-11,Credit Suisse,,Neutral"
"51,SBUX,main,2015-02-26,Jefferies,,Buy"
"52,SBUX,main,2015-02-25,PiperJaffray,,Overweight"
"53,SBUX,main,2015-01-23,Oppenheimer,,Outperform"
"54,SBUX,main,2015-01-23,JP Morgan,,Overweight"
"55,SBUX,main,2015-01-22,Barclays,,Equal-Weight"
"56,SBUX,main,2015-01-08,Morgan Stanley,,Overweight"
"57,SBUX,down,2015-01-05,Janney Capital,,Neutral"
"58,SBUX,init,2014-12-08,Goldman Sachs,,Buy"
"59,SBUX,main,2014-12-08,Jefferies,,Buy"
"60,SBUX,main,2014-12-05,JP Morgan,,Overweight"
"61,SBUX,main,2014-11-28,PiperJaffray,,Overweight"
"62,SBUX,main,2014-08-04,Citigroup,,Buy"
"63,SBUX,main,2014-07-25,Deutsche Bank,,Buy"
"64,SBUX,main,2014-07-25,Jefferies,,Buy"
"65,SBUX,main,2014-07-25,JP Morgan,,Overweight"
"66,SBUX,main,2014-07-25,UBS,,Buy"
"67,SBUX,up,2014-07-21,Belus Capital,,Buy"
"68,SBUX,up,2014-06-19,UBS,,Buy"
"69,SBUX,main,2014-04-30,Citigroup,,Buy"
"70,SBUX,main,2014-04-25,Deutsche Bank,,Buy"
"71,SBUX,main,2014-04-25,JP Morgan,,Overweight"
"72,SBUX,main,2014-04-15,Barclays,,Equal-Weight"
"73,SBUX,up,2014-02-07,Wells Fargo,,Outperform"
"74,SBUX,init,2014-02-07,Longbow Research,,Buy"
"75,SBUX,main,2014-02-04,Belus Capital,,Hold"
"76,SBUX,main,2014-01-27,Citigroup,,Buy"
"77,SBUX,main,2014-01-24,Deutsche Bank,,Buy"
"78,SBUX,down,2014-01-13,Belus Capital,,Hold"
"79,SBUX,init,2014-01-07,Credit Suisse,,Outperform"
"80,SBUX,down,2013-12-16,Stephens & Co.,,Equal-weight"
"81,SBUX,main,2013-11-11,PiperJaffray,,Overweight"
"82,SBUX,init,2013-11-08,RBC Capital,,Outperform"
"83,SBUX,main,2013-10-07,Deutsche Bank,,Buy"
"84,SBUX,init,2013-09-27,Pacific Crest,,Outperform"
"85,SBUX,init,2013-09-05,Wedbush,,Outperform"
"86,SBUX,init,2013-09-04,Wedbush,,Outperform"
"87,SBUX,init,2013-08-23,Northcoast Research,,Buy"
"88,SBUX,up,2013-08-01,Williams Capital,,Outperform"
"89,SBUX,main,2013-07-16,JP Morgan,,Overweight"
"90,SBUX,init,2013-07-16,Stifel Nicolaus,,Hold"
"91,SBUX,init,2013-06-26,Davenport,,Buy"
"92,SBUX,main,2013-04-08,Jefferies,,Buy"
"93,SBUX,main,2013-01-25,Credit Suisse,,Outperform"
"94,SBUX,main,2013-01-25,McAdams Wright Ragen,,Hold"
"95,SBUX,main,2013-01-11,UBS,,Buy"
"96,SBUX,main,2013-01-04,Deutsche Bank,,Buy"
"97,SBUX,main,2012-12-12,Williams Capital,,Perform"
"98,SBUX,main,2012-12-06,Deutsche Bank,,Buy"
"99,SBUX,up,2012-12-06,Baird,,Outperform"
"100,SBUX,init,2012-12-04,Longbow Research,,Buy"
"101,SBUX,main,2012-11-29,Oppenheimer,,Outperform"
"102,SBUX,up,2012-11-09,Argus Research,,Buy"
"103,SBUX,main,2012-11-05,BMO Capital,,Outperform"
"104,SBUX,main,2012-11-02,Deutsche Bank,,Buy"
"105,SBUX,up,2012-11-02,CLSA,,Buy"
"106,SBUX,down,2012-11-01,Williams Capital,,Hold"
"107,SBUX,main,2012-09-28,Morgan Stanley,,Overweight"
"108,SBUX,up,2012-09-11,Bernstein,,Outperform"
"109,SBUX,main,2012-07-27,Jefferies,,Buy"
"110,SBUX,main,2012-07-27,Morgan Stanley,,Overweight"
"111,SBUX,main,2012-07-27,JP Morgan,,Overweight"
"112,SBUX,main,2012-07-27,UBS,,Buy"
"113,SBUX,main,2012-07-27,Deutsche Bank,,Buy"
"114,SBUX,main,2012-07-17,JP Morgan,,Overweight"
"115,SBUX,main,2012-07-05,PiperJaffray,,Overweight"
"116,SBUX,up,2012-05-23,Bank oferica,,Buy"
"117,SBUX,init,2012-05-22,Stephens & Co.,,Overweight"
"118,SBUX,main,2012-04-27,DA Davidson,,Buy"
"119,SBUX,main,2012-04-27,Jefferies,,Buy"
"120,SBUX,main,2012-04-27,Deutsche Bank,,Buy"
"121,SBUX,main,2012-04-27,Citigroup,,Buy"
"122,SBUX,main,2012-04-16,Morgan Stanley,,Overweight"
"123,SBUX,main,2012-04-13,Bank oferica,,Neutral"
"124,SBUX,up,2012-04-04,Goldman Sachs,,Buy"
"125,SBUX,main,2012-03-23,Jefferies,,Buy"
"126,SBUX,main,2012-03-22,Oppenheimer,,Outperform"
"127,SBUX,main,2012-03-20,UBS,,Buy"
"128,SBUX,main,2012-03-15,PiperJaffray,,Overweight"
"129,SBUX,main,2012-03-14,Deutsche Bank,,Buy"
"130,SBUX,main,2012-03-09,Deutsche Bank,,Buy"
"0,STFC,down,2016-12-07,Janney Capital,,Neutral"
"1,STFC,main,2015-08-03,Stifel Nicolaus,,Market Perform"
"2,STFC,main,2015-04-13,Keefe Bruyette & Woods,,Market Perform"
"3,STFC,main,2015-02-23,Keefe Bruyette & Woods,,Market Perform"
"4,STFC,main,2015-01-21,Keefe Bruyette & Woods,,Market Perform"
"5,STFC,main,2014-06-03,Argus Research,,Buy"
"6,STFC,up,2013-04-18,Keefe Bruyette & Woods,,Market Perform"
"7,STFC,down,2012-10-09,Keefe Bruyette & Woods,,Underperform"
"8,STFC,up,2012-07-09,Sandler O'Neill,,Hold"
"0,STBZ,up,2017-12-15,Sandler O'Neill,Hold,Buy"
"1,STBZ,down,2017-11-30,Gabelli & Co.,Buy,Hold"
"2,STBZ,main,2016-07-29,FBR Capital,,Outperform"
"3,STBZ,down,2016-07-29,Stephens & Co.,,Equal-Weight"
"4,STBZ,main,2016-02-03,SunTrust Robinson Humphrey,,Buy"
"5,STBZ,down,2016-01-28,Sandler O'Neill,,Hold"
"6,STBZ,main,2015-07-27,SunTrust Robinson Humphrey,,Buy"
"7,STBZ,down,2015-04-30,FBR Capital,,Market Perform"
"8,STBZ,main,2015-03-23,SunTrust Robinson Humphrey,,Buy"
"9,STBZ,init,2014-07-03,Wunderlich,,Buy"
"10,STBZ,up,2013-07-26,FIG Partners,,Outperform"
"11,STBZ,init,2012-06-27,Sterne Agee,,Neutral"
"0,STDY,reit,2017-04-03,H.C. Wainwright,,Buy"
"1,STDY,init,2016-11-07,H.C. Wainwright,,Buy"
"2,STDY,init,2015-04-14,RBC Capital,,Outperform"
"3,STDY,init,2015-04-14,Wells Fargo,,Outperform"
"4,STDY,init,2015-04-14,JMP Securities,,Market Outperform"
"0,GASS,main,2016-07-27,Jefferies,,Buy"
"1,GASS,main,2016-01-19,Jefferies,,Buy"
"2,GASS,down,2016-01-11,Barclays,,Equal-Weight"
"3,GASS,main,2016-01-04,Deutsche Bank,,Buy"
"4,GASS,main,2015-10-23,Jefferies,,Buy"
"5,GASS,main,2015-03-10,Barclays,,Overweight"
"6,GASS,init,2015-01-06,Seaport Global,,Speculative Buy"
"7,GASS,main,2014-12-02,Barclays,,Overweight"
"8,GASS,init,2014-09-16,Deutsche Bank,,Buy"
"9,GASS,down,2014-08-18,Evercore Partners,,Equal-Weight"
"10,GASS,main,2014-07-28,Jefferies,,Buy"
"11,GASS,main,2014-05-23,Deutsche Bank,,Buy"
"12,GASS,main,2014-04-23,Deutsche Bank,,Buy"
"13,GASS,init,2014-03-14,UBS,,Buy"
"14,GASS,init,2014-02-04,Barclays,,Overweight"
"15,GASS,init,2014-01-28,Maxim Group,,Buy"
"16,GASS,down,2014-01-13,Wells Fargo,,Market Perform"
"17,GASS,main,2013-08-21,Jefferies,,Buy"
"18,GASS,init,2013-06-18,Wells Fargo,,Outperform"
"19,GASS,init,2013-05-30,Deutsche Bank,,Buy"
"20,GASS,init,2013-04-18,Jefferies,,Buy"
"21,GASS,init,2013-03-12,Clarksons Platou,,Outperform"
"22,GASS,init,2012-12-18,Global Hunter Securities,,Buy"
"0,STLD,up,2017-12-20,Longbow Research,Neutral,Buy"
"1,STLD,main,2017-10-24,Morgan Stanley,,Equal-Weight"
"2,STLD,main,2017-10-20,Bank of America,,Buy"
"3,STLD,main,2017-10-20,Citigroup,,Buy"
"4,STLD,up,2017-10-20,KeyBanc,Sector Weight,Overweight"
"5,STLD,down,2017-10-02,Longbow Research,Buy,Neutral"
"6,STLD,main,2017-09-15,Citigroup,,Buy"
"7,STLD,down,2017-09-12,Morgan Stanley,Overweight,Equal-Weight"
"8,STLD,init,2017-09-07,Macquarie,,Neutral"
"9,STLD,main,2017-09-05,Bank of America,,Buy"
"10,STLD,main,2017-07-21,Bank of America,,Buy"
"11,STLD,up,2017-05-24,Credit Suisse,,Outperform"
"12,STLD,up,2017-04-24,Macquarie,,Outperform"
"13,STLD,down,2017-01-12,Credit Suisse,,Neutral"
"14,STLD,up,2016-12-06,Berenberg,,Buy"
"15,STLD,main,2016-12-05,Deutsche Bank,,Buy"
"16,STLD,main,2016-11-30,JP Morgan,,Overweight"
"17,STLD,down,2016-11-29,Macquarie,,Neutral"
"18,STLD,main,2016-11-23,Barclays,,Overweight"
"19,STLD,down,2016-11-14,Berenberg,,Hold"
"20,STLD,up,2016-10-26,Bank of America,,Buy"
"21,STLD,main,2016-10-03,Deutsche Bank,,Buy"
"22,STLD,main,2016-09-21,CLSA,,Perform"
"23,STLD,main,2016-09-15,Jefferies,,Buy"
"24,STLD,init,2016-08-22,Citigroup,,Buy"
"25,STLD,down,2016-08-19,KeyBanc,,Sector Weight"
"26,STLD,down,2016-07-20,Bank of America,,Neutral"
"27,STLD,main,2016-07-13,Barclays,,Overweight"
"28,STLD,main,2016-06-10,Jefferies,,Buy"
"29,STLD,main,2016-06-08,Credit Suisse,,Outperform"
"30,STLD,main,2016-04-22,Macquarie,,Outperform"
"31,STLD,main,2016-04-22,Cowen & Co.,,Outperform"
"32,STLD,main,2016-04-19,Barclays,,Overweight"
"33,STLD,main,2016-04-05,JP Morgan,,Overweight"
"34,STLD,main,2016-03-23,Credit Suisse,,Outperform"
"35,STLD,main,2016-03-23,KeyBanc,,Overweight"
"36,STLD,down,2016-03-14,Rosenblatt,,Neutral"
"37,STLD,init,2016-03-10,Credit Suisse,,Outperform"
"38,STLD,main,2016-03-09,Nomura,,Buy"
"39,STLD,up,2016-03-08,Berenberg,,Buy"
"40,STLD,down,2016-03-04,Berenberg,,Hold"
"41,STLD,main,2016-01-13,Jefferies,,Buy"
"42,STLD,init,2016-01-06,Rosenblatt,,Buy"
"43,STLD,up,2015-12-14,Nomura,,Buy"
"44,STLD,main,2015-10-21,Citigroup,,Buy"
"45,STLD,main,2015-10-05,Barclays,,Overweight"
"46,STLD,main,2015-09-16,Citigroup,,Buy"
"47,STLD,main,2015-04-22,Citigroup,,Buy"
"48,STLD,init,2015-04-14,Clarksons Platou,,Buy"
"49,STLD,main,2015-03-31,JP Morgan,,Overweight"
"50,STLD,main,2015-03-16,Jefferies,,Buy"
"51,STLD,up,2015-03-13,Citigroup,,Buy"
"52,STLD,main,2015-03-03,Nomura,,Buy"
"53,STLD,main,2015-02-18,Citigroup,,Neutral"
"54,STLD,main,2015-02-06,Deutsche Bank,,Buy"
"55,STLD,main,2015-01-30,Jefferies,,Buy"
"56,STLD,main,2015-01-15,Citigroup,,Neutral"
"57,STLD,init,2015-01-15,Barclays,,Overweight"
"58,STLD,main,2014-10-02,KeyBanc,,Buy"
"59,STLD,main,2014-09-18,Bank of America,,Buy"
"60,STLD,main,2014-09-18,Macquarie,,Neutral"
"61,STLD,reit,2014-08-28,Bank of America,,Buy"
"62,STLD,main,2014-08-25,Cowen & Co.,,Outperform"
"63,STLD,down,2014-08-25,Credit Suisse,,Neutral"
"64,STLD,up,2014-08-04,KeyBanc,,Buy"
"65,STLD,main,2014-07-23,Nomura,,Buy"
"66,STLD,main,2014-07-23,Macquarie,,Neutral"
"67,STLD,main,2014-07-23,Deutsche Bank,,Buy"
"68,STLD,up,2014-05-15,Cowen & Co.,,Outperform"
"69,STLD,main,2014-05-15,Jefferies,,Buy"
"70,STLD,main,2014-04-21,Jefferies,,Buy"
"71,STLD,down,2014-02-24,KeyBanc,,Hold"
"72,STLD,up,2014-02-11,Bank of America,,Buy"
"73,STLD,up,2014-02-05,Jefferies,,Buy"
"74,STLD,main,2013-11-13,Morgan Stanley,,Overweight"
"75,STLD,up,2013-11-04,Goldman Sachs,,Buy"
"76,STLD,main,2013-10-22,UBS,,Buy"
"77,STLD,init,2013-10-16,Credit Suisse,,Outperform"
"78,STLD,init,2013-09-17,BMO Capital,,Market Perform"
"79,STLD,main,2013-09-16,Jefferies,,Hold"
"80,STLD,init,2013-09-04,Wellington Shields,,Hold"
"81,STLD,up,2013-07-01,Wells Fargo,,Outperform"
"82,STLD,up,2013-03-04,Longbow Research,,Buy"
"83,STLD,main,2013-01-31,Jefferies,,Hold"
"84,STLD,main,2013-01-17,Citigroup,,Buy"
"85,STLD,up,2013-01-14,KeyBanc,,Buy"
"86,STLD,main,2012-12-18,Bank of America,,Neutral"
"87,STLD,main,2012-10-11,UBS,,Buy"
"88,STLD,init,2012-10-09,VTB Capital,,Hold"
"89,STLD,down,2012-09-18,Jefferies,,Hold"
"90,STLD,main,2012-09-17,JP Morgan,,Overweight"
"91,STLD,down,2012-08-23,Dahlman Rose,,Hold"
"92,STLD,main,2012-07-25,Barclays,,Equal-Weight"
"93,STLD,up,2012-07-24,S&P Capital IQ,,Hold"
"94,STLD,main,2012-06-27,Deutsche Bank,,Buy"
"95,STLD,up,2012-03-19,UBS,,Buy"
"96,STLD,down,2012-02-13,KeyBanc,,Hold"
"0,SMRT,down,2016-09-30,Johnson Rice,,Hold"
"1,SMRT,down,2016-09-29,Sidoti & Co.,,Neutral"
"2,SMRT,down,2016-05-09,Northland Securities,,Neutral"
"3,SMRT,init,2014-02-13,Canaccord Genuity,,Buy"
"4,SMRT,up,2014-02-05,Sidoti & Co.,,Buy"
"5,SMRT,up,2013-04-17,Johnson Rice,,Overweight"
"6,SMRT,init,2012-11-06,Credit Suisse,,Outperform"
"7,SMRT,down,2012-07-11,Sidoti & Co.,,Neutral"
"0,SBOT,init,2015-11-24,Maxim Group,,Buy"
"0,STML,init,2015-04-27,H.C. Wainwright,,Buy"
"1,STML,main,2015-04-22,Jefferies,,Buy"
"2,STML,main,2014-05-19,Jefferies,,Buy"
"3,STML,main,2013-11-13,Aegis Capital,,Buy"
"4,STML,init,2013-09-12,Wedbush,,Outperform"
"5,STML,init,2013-09-11,Wedbush,,Outperform"
"6,STML,init,2013-08-29,Jefferies,,Buy"
"7,STML,init,2013-07-30,Roth Capital,,Buy"
"8,STML,main,2013-06-21,Aegis Capital,,Buy"
"9,STML,init,2013-06-18,Ladenburg Thalmann,,Buy"
"10,STML,init,2013-03-18,Aegis Capital,,Buy"
"11,STML,init,2013-02-12,WBB Securities,,Sell"
"0,SRCL,main,2017-11-10,BMO Capital,,Market Perform"
"1,SRCL,init,2017-06-30,BMO Capital,,Market Perform"
"2,SRCL,down,2017-05-05,Baird,,Underperform"
"3,SRCL,init,2017-04-13,Barclays,,Overweight"
"4,SRCL,up,2017-03-07,Goldman Sachs,,Neutral"
"5,SRCL,down,2016-11-03,Goldman Sachs,,Sell"
"6,SRCL,up,2016-10-28,Stifel Nicolaus,,Buy"
"7,SRCL,main,2016-09-23,Baird,,Neutral"
"8,SRCL,down,2016-09-20,Northcoast Research,,Neutral"
"9,SRCL,main,2016-09-07,Jefferies,,Buy"
"10,SRCL,init,2016-08-25,Macquarie,,Neutral"
"11,SRCL,down,2016-07-29,Imperial Capital,,Underperform"
"12,SRCL,down,2016-07-29,Wellington Shields,,Hold"
"13,SRCL,main,2016-07-29,Jefferies,,Buy"
"14,SRCL,main,2016-05-26,Imperial Capital,,In-Line"
"15,SRCL,main,2016-05-02,Imperial Capital,,In-Line"
"16,SRCL,down,2016-04-29,Stifel Nicolaus,,Hold"
"17,SRCL,down,2016-04-29,Raymond James,,Market Perform"
"18,SRCL,down,2016-04-29,RBC Capital,,Underperform"
"19,SRCL,init,2016-03-22,Sterne Agee CRT,,Buy"
"20,SRCL,main,2016-02-05,Macquarie,,Outperform"
"21,SRCL,main,2015-10-23,Macquarie,,Outperform"
"22,SRCL,down,2015-10-23,Baird,,Neutral"
"23,SRCL,main,2015-05-22,Stifel Nicolaus,,Buy"
"24,SRCL,init,2015-03-25,Imperial Capital,,In-Line"
"25,SRCL,main,2014-11-11,Bank of America,,Buy"
"26,SRCL,down,2014-09-03,Goldman Sachs,,Neutral"
"27,SRCL,main,2014-07-25,Jefferies,,Buy"
"28,SRCL,up,2014-06-13,Baird,,Outperform"
"29,SRCL,main,2014-01-13,Wunderlich,,Buy"
"30,SRCL,init,2014-01-13,Credit Suisse,,Outperform"
"31,SRCL,init,2014-01-10,RBC Capital,,Sector Perform"
"32,SRCL,down,2013-10-24,Raymond James,,Market Perform"
"33,SRCL,main,2013-10-24,Stifel Nicolaus,,Buy"
"34,SRCL,main,2013-09-20,Wunderlich,,Buy"
"35,SRCL,down,2013-08-28,Wedbush,,Neutral"
"36,SRCL,main,2013-07-29,Barrington Research,,Outperform"
"37,SRCL,main,2013-07-25,Wunderlich,,Buy"
"38,SRCL,up,2013-06-10,Wunderlich,,Buy"
"39,SRCL,main,2013-06-05,Stifel Nicolaus,,Buy"
"40,SRCL,main,2013-04-26,Barrington Research,,Outperform"
"41,SRCL,init,2013-04-15,Jefferies,,Buy"
"42,SRCL,main,2013-03-25,Oppenheimer,,Outperform"
"43,SRCL,main,2013-03-18,Wedbush,,Outperform"
"44,SRCL,init,2013-03-13,Goldman Sachs,,Buy"
"45,SRCL,init,2013-01-08,Barclays,,Equal-Weight"
"46,SRCL,init,2012-08-09,Raymond James,,Outperform"
"47,SRCL,init,2012-07-11,Barrington Research,,Outperform"
"0,SBT,init,2017-12-21,Sandler O'Neill,,Buy"
"0,STRL,main,2017-08-03,Canaccord Genuity,,Buy"
"1,STRL,down,2017-02-09,KeyBanc,,Sector Weight"
"2,STRL,init,2017-01-10,Canaccord Genuity,,Buy"
"3,STRL,down,2016-10-17,DA Davidson,,Neutral"
"4,STRL,main,2016-09-12,DA Davidson,,Buy"
"5,STRL,up,2016-05-09,DA Davidson,,Buy"
"6,STRL,down,2016-05-03,BWS Financial,,Hold"
"7,STRL,init,2015-07-01,BWS Financial,,Buy"
"8,STRL,init,2015-05-28,Maxim Group,,Buy"
"9,STRL,main,2015-03-17,KeyBanc,,Overweight"
"10,STRL,main,2015-02-03,DA Davidson,,Neutral"
"11,STRL,down,2014-11-11,DA Davidson,,Neutral"
"12,STRL,up,2014-05-12,DA Davidson,,Buy"
"13,STRL,main,2014-04-11,DA Davidson,,Neutral"
"14,STRL,main,2014-03-18,DA Davidson,,Neutral"
"15,STRL,init,2013-09-19,Sidoti & Co.,,Buy"
"16,STRL,main,2013-03-12,DA Davidson,,Neutral"
"17,STRL,up,2013-01-07,BB&T Capital,,Buy"
"18,STRL,main,2012-11-12,DA Davidson,,Neutral"
"19,STRL,main,2012-08-09,DA Davidson,,Neutral"
"0,SHOO,up,2017-11-29,Buckingham,Neutral,Buy"
"1,SHOO,main,2017-11-01,Buckingham,,Neutral"
